id,nome_prodotto,categoria,prezzo,tacco,taglie,colore,link
idp20609,Zeppa 5700,zeppe,"79,90 €",5,37 38 39 40 41,#ac8e83,https://www.kammi.it/scarpe-donna/zeppe/zeppa-5700-idp20609.html
idp20573,Zeppa 5700,zeppe,"79,90 €",5,35 36 37 38 40,#FFFFFF,https://www.kammi.it/scarpe-donna/zeppe/zeppa-5700-idp20573.html
idp20566,Zeppa 100,zeppe,"49,90 €",7,35 36 38,#fc0729,https://www.kammi.it/scarpe-donna/zeppe/zeppa-100-idp20566.html
idp20565,Zeppa 100,zeppe,"49,90 €",7,37 38 39 40,#000000,https://www.kammi.it/scarpe-donna/zeppe/zeppa-100-idp20565.html
idp20564,Zeppa 100,zeppe,"49,90 €",7,37 38 39 40 41,#FFFFFF,https://www.kammi.it/scarpe-donna/zeppe/zeppa-100-idp20564.html
idp21638,Sandalo con tacco 7499,sandali-con-tacco,"69,90 €",6,37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-7499-idp21638.html
idp21634,Sandalo con il tacco 7537,sandali-con-tacco,"69,90 €",7,35 36 37 38 39,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-il-tacco-7537-idp21634.html
idp21630,Sandalo 931,sandali-con-tacco,"59,90 €",4.5,37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-931-idp21630.html
idp21590,Sandalo con tacco L153,sandali-con-tacco,"99,90 €",6,36 37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-l153-idp21590.html
idp21589,Sandalo con tacco 7511,sandali-con-tacco,"65,00 €",6,35 36 37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-7511-idp21589.html
idp20973,Sandalo con tacco 1575,sandali-con-tacco,"115,00 €",5,39,#f5d7b3,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-1575-idp20973.html
idp20972,Sandalo con tacco 1575,sandali-con-tacco,"115,00 €",5,35 36 37 38 39 40 41,#FFFFFF,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-1575-idp20972.html
idp21407,Sandalo con tacco M054,sandali-con-tacco,"69,90 €",5,35 36 38 39 40 41,#000000,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-m054-idp21407.html
idp21402,Sandalo con tacco M044,sandali-con-tacco,"89,90 €",6,36 39 40,#f5d7b3,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-m044-idp21402.html
idp21401,Sandalo con tacco M044,sandali-con-tacco,"89,90 €",6,35 36 37 38 39 40,#d6d0da,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-m044-idp21401.html
idp21400,Sandalo con tacco M044,sandali-con-tacco,"89,90 €",6,38 40,#CD7F32,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-m044-idp21400.html
idp21332,Sandalo con tacco 8006 raso,sandali-con-tacco,"99,90 €",12,35 36 37 38 39,-,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-8006-raso-idp21332.html
idp21123,Sandalo con tacco M044,sandali-con-tacco,"89,90 €",6,39 40,#e80980,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-m044-idp21123.html
idp21122,Sandalo con tacco 8006,sandali-con-tacco,"99,90 €",12,40,#CD7F32,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-8006-idp21122.html
idp21121,Sandalo con tacco 8006,sandali-con-tacco,"99,90 €",12,35 36 37 38 39 40,#e80980,https://www.kammi.it/scarpe-donna/sandali-con-tacco/sandalo-con-tacco-8006-idp21121.html
idp21581,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#CD7F32,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21581.html
idp21580,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38,#d6d0da,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21580.html
idp21575,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,37 38 39,#000000,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21575.html
idp21574,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,35 36 37 38 39 40 41,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21574.html
idp21573,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40 41,#ac8e83,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21573.html
idp21572,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21572.html
idp21571,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#955ea7,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21571.html
idp21570,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,35 36 38 41,#FFFFFF,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21570.html
idp21562,Slingback 7138,scarpe-con-tacco,"65,00 €",5.5,36 37 38 39 40,#eec4ab,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-7138-idp21562.html
idp21560,Slingback 1621,scarpe-con-tacco,"135,00 €",4.5,36 37 38 39 40,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1621-idp21560.html
idp21545,Slingback M009,scarpe-con-tacco,"89,90 €",9,35 36 37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m009-idp21545.html
idp21544,Slingback 3004,scarpe-con-tacco,"95,00 €",6,35 37 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-3004-idp21544.html
idp21541,Slingback 3005,scarpe-con-tacco,"95,00 €",6,35 38 39 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-3005-idp21541.html
idp21535,Mocassino con tacco 512,scarpe-con-tacco,"129,00 €",3,35 36 37 38 39,#ac8e83,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/mocassino-con-tacco-512-idp21535.html
idp21534,Mocassino con tacco 512,scarpe-con-tacco,"129,00 €",3,35 36 37 39 40,#1f2839,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/mocassino-con-tacco-512-idp21534.html
idp21581,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#CD7F32,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21581.html
idp21580,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38,#d6d0da,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21580.html
idp21575,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,37 38 39,#000000,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21575.html
idp21574,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,35 36 37 38 39 40 41,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21574.html
idp21573,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40 41,#ac8e83,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21573.html
idp21572,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21572.html
idp21571,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#955ea7,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21571.html
idp21570,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,35 36 38 41,#FFFFFF,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21570.html
idp21562,Slingback 7138,scarpe-con-tacco,"65,00 €",5.5,36 37 38 39 40,#eec4ab,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-7138-idp21562.html
idp21560,Slingback 1621,scarpe-con-tacco,"135,00 €",4.5,36 37 38 39 40,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1621-idp21560.html
idp21545,Slingback M009,scarpe-con-tacco,"89,90 €",9,35 36 37 38 39 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m009-idp21545.html
idp21544,Slingback 3004,scarpe-con-tacco,"95,00 €",6,35 37 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-3004-idp21544.html
idp21541,Slingback 3005,scarpe-con-tacco,"95,00 €",6,35 38 39 40 41,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-3005-idp21541.html
idp21535,Mocassino con tacco 512,scarpe-con-tacco,"129,00 €",3,35 36 37 38 39,#ac8e83,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/mocassino-con-tacco-512-idp21535.html
idp21534,Mocassino con tacco 512,scarpe-con-tacco,"129,00 €",3,35 36 37 39 40,#1f2839,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/mocassino-con-tacco-512-idp21534.html
idp21581,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#CD7F32,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21581.html
idp21580,Slingback M051 charm,scarpe-con-tacco,"85,00 €",7,36 37 38,#d6d0da,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-charm-idp21580.html
idp21575,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,37 38 39,#000000,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21575.html
idp21574,Slingback M051 cap,scarpe-con-tacco,"85,00 €",8,35 36 37 38 39 40 41,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-m051-cap-idp21574.html
idp21573,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40 41,#ac8e83,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21573.html
idp21572,Slingback 1006,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#f5d7b3,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1006-idp21572.html
idp21571,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,36 37 38 39 40,#955ea7,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21571.html
idp21570,Scarpa con tacco 1007,scarpe-con-tacco,"85,00 €",7,35 36 38 41,#FFFFFF,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/scarpa-con-tacco-1007-idp21570.html
idp21562,Slingback 7138,scarpe-con-tacco,"65,00 €",5.5,36 37 38 39 40,#eec4ab,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-7138-idp21562.html
idp21560,Slingback 1621,scarpe-con-tacco,"135,00 €",4.5,36 37 38 39 40,-,https://www.kammi.it/scarpe-donna/scarpe-con-tacco/slingback/slingback-1621-idp21560.html
